ax,ay,az,label
-0.1810665095099389,-0.1810665095099389,-0.1810665095099389,0
0.16136563446055785,0.16262240244232876,0.16010882676799695,0
0.08690411946046964,0.08941693272657815,0.08439098853363614,0
-0.09231526041367738,-0.08854784702469277,-0.09608374576364623,0
0.3553318603398758,0.36035170669299293,0.35030947351989866,0
0.014235533731642904,0.020504924592826112,0.007961182220534394,0
0.07928416329196941,0.08679948984080986,0.0717602672727948,0
0.17116049118476592,0.17991742540225814,0.16238995371797338,0
-0.08638471868000175,-0.07639122261326846,-0.09639851228853227,0
0.24824226321615964,0.2594665591425719,0.23698908028022325,0
-0.025597255273789213,-0.013148635785542623,-0.038085480056218354,0
0.19202512852754156,0.20569088306446895,0.17830668909950745,0
0.10878534291250377,0.12366033409315377,0.09384199470856133,0
0.27588333496779965,0.2919589570488068,0.25972086137092437,0
0.06100058454783209,0.0782675272300141,0.04362524519459874,0
0.23391365069159054,0.25236190213096843,0.21533218010857813,0
0.09951359135543406,0.11913244140185567,0.07973319749196846,0
-0.0036773659022141802,0.017100677760264638,-0.024649003244707327,0
0.18624789515328444,0.20817303629110234,0.1640931643115442,0
0.20267419693653077,0.225733652175092,0.1793449909771468,0
0.13980570908125645,0.16398601195161852,0.1153111129086663,0
-0.08361452297610808,-0.05832751767516359,-0.10926495991572899,0
-0.05125387119968877,-0.024874982818242186,-0.07805013700126319,0
0.2611161263767623,0.28857140914326695,0.23318450389302503,0
0.23426846631969137,0.2627839904527104,0.20521241732316076,0
0.44713448378832454,0.4766934371858647,0.41696539405229216,0
0.31366881012727876,0.34425372705949464,0.28239851854322373,0
0.5619535573671441,0.5935463241463834,0.5295943533593822,0
0.4780649116401182,0.5106467725038579,0.44462953248131587,0
0.3563986414992766,0.38995020470433306,0.32190026952732875,0
0.2191544094570057,0.25365565358334285,0.1836066691937952,0
0.10707730152188939,0.14250758198429303,0.0704942566944635,0
0.09932741567138578,0.13566547143721328,0.06172356613610469,0
0.3484538909439925,0.38567785145515004,0.3098441695142212,0
0.30649574040280597,0.3445831327000497,0.2668955095807408,0
0.21337656693617676,0.25230432298377714,0.1728016155494136,0
0.1745571464906544,0.21430161069940867,0.1330236862341258,0
0.2012991149607678,0.24183605190728938,0.15882377684469193,0
-0.10128855587299324,-0.059983953532834255,-0.14468872516849035,0
0.06347856816349223,0.10552546473782914,0.01917102630058251,0
0.18788310816768175,0.2306463722965596,0.1426860604512736,0
0.1588617000379257,0.2023148580041368,0.11279341736262369,0
0.0571343713102862,0.10125041102677407,0.010213524739662416,0
0.37358924267229865,0.4183406225326066,0.3258348993374098,0
0.325580221106746,0.3709388790157506,0.2770118400156546,0
0.7623235400980216,0.8082609026804611,0.7129609678571032,0
0.2838604651990483,0.3303474571833031,0.23372393164688052,0
0.12340246524249746,0.17040951901703447,0.07251257899714805,0
0.46950456464479173,0.5170016299846325,0.41788230856533315,0
0.3437345311742432,0.3916910851347698,0.2914012577373423,0
0.19808968315179246,0.24647474012715695,0.14506710974423664,0
0.6343450834438008,0.6831272053871587,0.580655287571841,0
0.3646118311725404,0.4137591379752817,0.3102772455889431,0
0.40920237169665086,0.45868255172375777,0.35424577944637037,0
0.12544854157921054,0.1752288623578271,0.06989307096460678,0
0.35960804126398704,0.4096553603222406,0.30347716073052833,0
0.5121219886701338,0.5624027645232083,0.4554395016135412,0
0.5571596497028448,0.6076399529832611,0.49994968919864846,0
0.49753582369731536,0.548181348426334,0.4398228471538076,0
0.4549523284755171,0.5057284034725388,0.3967611122111027,0
0.3938405295535676,0.4447121299803651,0.3351961632995252,0
0.5753397442673293,0.6262715033039081,0.5162676255970122,0
0.516685588388933,0.5676418090377787,0.45721141707445256,0
0.2487511337638028,0.2996958007792356,0.18890090606125065,0
0.2871824932481297,0.33807928518745023,0.2269824961124079,0
0.2515964213394281,0.30240872273250546,0.1910732265697725,0
0.018791178246469142,0.06948209188038368,-0.04202836343623845,0
0.3301025764438952,0.3806349357592176,0.2690138115008752,0
0.5642212159019764,0.61455759749723,0.5028906182274752,0
0.3865524925018797,0.43665522874270335,0.32500771338021184,0
0.35916496978704615,0.4089961615165399,0.297433915073708,0
